[ost_a.smc]
12: ff4_calcobrena; Dancing Calcobrena; Final Fantasy IV; Nobuo Uematsu; emberling; VGMTrans
13: crstl_fields; Wild Fields; Crystalis; Yoko Osaka; emberling; nsfimport
14: rs_coup; Coup de Grace; Romancing Saga; Kenji Ito; Gi Nattak; GSAE
15: ffmq_rock; Rock Theme; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; emberling; FF5→FF6 MCS2
16: fmgh_nature; Nature; Front Mission: Gun Hazard; N. Uematsu, Y. Mitsuda, J. Nakano, M. Hamauzu; Gi Nattak; SPC injection
17: sd3_winter; Another Winter; Seiken Densetsu 3; Hiroki Kikuta; emberling; VGMTrans
18: sd3_paths; Few Paths Forbidden; Seiken Densetsu 3; Hiroki Kikuta; Gi Nattak; mfvitools
19: xnb_gaur; Gaur Plains; Xenoblade; ACE+; Jackimus; Jackimus
1A: swon_courage; Touched by Courage and Pride; Sword of Mana; Kenji Ito; Gi Nattak; Black_Wing
1B: fmgh_silencer; Silencer; Front Mission: Gun Hazard; N. Uematsu, Y. Mitsuda, J. Nakano, M. Hamauzu; Gi Nattak; SPC injection
1C: bl_matelite; Matelite's Theme; Bahamut Lagoon; Noriko Matsueda; Gi Nattak; Japanese MIDI
1D: rs_village; Deserted Village; Romancing Saga; Kenji Ito; Gi Nattak; Marine
1F: ff5_exdeath; The Evil Lord Exdeath; Final Fantasy V; Nobuo Uematsu; Gi Nattak; FF5→FF6 MCS2
20: smw2_castle; Castle; Super Mario World 2: Yoshi's Island; Koji Kondo; Gi Nattak; Gigasoft
21: ff4_illus_world; Illusionary World; Final Fantasy IV; Nobuo Uematsu; Tsushiy; unknown
22: ot_sunshade; Sunshade City; Octopath Traveler; Yasunori Nishiki; emberling; emberling
23: rng_cathedral; Cursed Cathedral; RednGreen; RednGreen Music; Gi Nattak; ShinkoNetCavy
24: rs3_battle; The Battle; Romancing Saga 3; Kenji Ito; Gi Nattak; Daniel Marjenburgh
25: swom_battlefield; Endless Battlefield; Sword of Mana; Kenji Ito; Gi Nattak; Matmax14
27: smtd_crateria; Crateria; Super Metroid; Minako Hamano, Kenji Yamamoto; emberling; VGMTrans
28: xnbc2_tantal; Kingdom Of Tantal (Day); Xenoblade Chronicles 2; ACE; emberling; emberling
29: cc_dragon; Ancient Dragon's Stronghold; Chrono Cross; Yasunori Mitsuda; emberling; VGMTrans
2A: swom_village; Village; Sword of Mana; Kenji Ito; Gi Nattak; Zurri
2B: sd3_counterpoint; Weird Counterpoint; Seiken Densetsu 3; Hiroki Kikuta; emberling; VGMTrans
2C: fe_truth; Truth, Despair, and Hope; Fire Emblem: The Sacred Stones; Yoshihiko Kitamura, Saki Haruyama, Yoshito Hirano; Gi Nattak; Michael Garnett
2D: bof3_farm; The Farm; Breath of Fire III; Yoshino Aoki, Akari Kaida; Gi Nattak; Louie Devera
2E: rs2_kujinshi; Battle With Kujinshi; Romancing Saga 2; Kenji Ito; Gi Nattak; yazarc
2F: ffmq_victory; Victory Theme; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; emberling; FF5→FF6 MCS2
30: ff10_path; Path of Repentance; Final Fantasy X; Nobuo Uematsu; emberling; VGMTrans
31: eb_snowman; Snowman; Earthbound; Keiichi Suzuki, Hirokazu Tanaka; Gi Nattak; Chibi Vegito
32: ffx_battle; Battle; Final Fantasy X; Nobuo Uematsu; emberling; VGMTrans
33: totr_battle; Battle for the Fields; Treasure of the Rudras; Ryuji Sasai; Gi Nattak; Cryogen Glacien
34: dkcl2_garden; Garden of Memories; Dark Cloud 2; Tomohito Nishiura; Cecil188; N/A
35: ffmq_gale; Mount Gale; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; emberling; FF5→FF6 MCS2
36: som_intruder; Holy Intruder; Secret of Mana; Hiroki Kikuta; emberling; FF5→FF6 MCS2
37: rs3_katrina; Katrina's Theme; Romancing Saga 3; Kenji Ito; Gi Nattak; SPC injection
38: ff4_night; Good Night; Final Fantasy IV; Nobuo Uematsu; Tsushiy; unknown
39: cc_arni; Arni Village; Chrono Cross; Yasunori Mitsuda; Gi Nattak, emberling; Wilbert Roget II, VGMTrans
3B: sgf_battle3; Battle #3; Saga Frontier; Kenji Ito; Tsushiy; unknown
3C: lf2_mountain; Towering Mountain; Lufia II; Yasunori Shiono; Gi Nattak, emberling; SinclairC
3D: so2_stream; Pure a Stream; Star Ocean 2; Motoi Sakuraba; Gi Nattak; Christopher Ng
3E: chopin_march; Funeral March; Chopin; N/A; Gi Nattak; unknown
3F: ml_world; World 4; Mario Land; Hirokazu Tanaka; Gi Nattak; Jonathan Shen
40: cc_pyre; Mount Pyre; Chrono Cross; Yasunori Mitsuda; emberling; VGMTrans
41: rd_promise; Far Promise ~ Dream Shore; Radical Dreamers; Yasunori Mitsuda; Gi Nattak; SPC injection
42: ff8_law; Martial Law; Final Fantasy VIII; Nobuo Uematsu; emberling; VGMTrans
43: bof2_dance; Clumsy Dance; Breath of Fire II; Yuko Takehara; Gi Nattak; VGMTrans
44: ej_tanjerines; Anything But Tangerines; Earthworm Jim; Tommy Tallarico; Gi Nattak; Chris Heneghan
45: ys2_drive; Over Drive; Ys II; Yuzo Koshiro; Gi Nattak; Mocgames998
46: fm_war; The Evils of War; Front Mission; Yoko Shimomura; Gi Nattak; SPC injection
47: fmgh_message; Message of Genoce; Front Mission: Gun Hazard; N. Uematsu, Y. Mitsuda, J. Nakano, M. Hamauzu; Gi Nattak; SPC injection
48: ff7_ahead; Ahead on Our Way; Final Fantasy VII; Nobuo Uematsu; Gi Nattak; FF7 PC MIDI
49: ff8_lion; Maybe I'm a Lion; Final Fantasy VIII; Nobuo Uematsu; emberling; VGMTrans
4B: ff14_azys; Azys Lla; Final Fantasy XIV; Masayoshi Soken; emberling; emberling
4C: ff5_light; Searching the Light; Final Fantasy V; Nobuo Uematsu; Gi Nattak; FF5→FF6 MCS2
4D: gs_lighthouse; Venus Lighthouse; Golden Sun; Motoi Sakuraba; Gi Nattak; Justus Johnston
4E: kaw_havoc; Havoc; King Arthur's World; Justin Scharvona; Gi Nattak; Joe Schwebke
4F: cc_sea; Dead Sea; Chrono Cross; Yasunori Mitsuda; Jackimus, Gi Nattak; Jackimus
50: sg_time; Time Eater; Sonic Generations; Jun Senoue; Gi Nattak; HeroBoy1092
51: trnm_sealed; Sealed; Terranigma; Masanori Hikichi; Gi Nattak; Chuck Dodgers
52: jts_headquaters; Headquarters; Journey to Silius; Naoki Kodaka; Gi Nattak; tdkim
53: so_time; Calm Time; Star Ocean; Motoi Sakuraba; Gi Nattak; top2midi
54: ff10_zanarkand; To Zanarkand; Final Fantasy X; Nobuo Uematsu; Gi Nattak; David Moore
55: ff4_darkness; Into the Darkness; Final Fantasy IV; Nobuo Uematsu; Tsushiy; unknown
56: ff4hol_vulpes; Vulpes (day); Final Fantasy: The 4 Heroes of Light; Naoshi Mizuta; Tsushiy; unknown
57: z3_shop; Shop; The Legend of Zelda: Ocarina of Time; Koji Kondo; Gi Nattak; Princess Peach Toadstool
58: trnm_forest; Evergreen Forest; Terranigma; Masanori Hikichi; Gi Nattak; Gigasoft
59: ct_will; Those Without the Will to Live; Chrono Trigger; Uematsu; Gi Nattak; SPC injection
5A: ff5_box; Music Box; Final Fantasy V; Nobuo Uematsu; Gi Nattak; FF5→FF6 MCS2
5B: ff9_sorrow; Unforgettable Sorrow; Final Fantasy IX; Nobuo Uematsu; Tsushiy; unknown
5C: bof2_beauty; Sleeping Beauty; Breath of Fire II; Yuko Takehara; Gi Nattak; Sephiroth3
5D: cstvn_sotn_painting; Lost Painting; Castlevania SOTN; Michiru Yamane; Gi Nattak; WuTaNgZ
5E: ff9_world; Crystal World; Final Fantasy IX; Nobuo Uematsu; Gi Nattak; Sephiroth3
5F: snc_sonic; Sonic.exe; Kyu S. Music; Kyu S.; Gi Nattak; Kyu S.
60: ff3_tozas; Cute Little Tozas; Final Fantasy III; Nobuo Uematsu; Gi Nattak; VGMusic
61: xng_giant; Steel Giant; Xenogears; Yasunori Mitsuda; emberling; VGMTrans
62: iog_whispers; Ominous Whispers; Illusion of Gaia; Yasuhiro Kawasaki; emberling; VGMTrans
63: pkm_battle; Trainer Battle; Pokemon red/blue/yellow; Junichi Masuda; Gi Nattak; Jay Reichard
64: ys3_seal; Seal of Time; Ys III; Mieko Ishikawa; emberling; VGMTrans
65: som_star; The Dark Star; Secret of Mana; Hiroki Kikuta; emberling; mfvitools
66: rs3_palace; Underwater Palace; Romancing Saga 3; Kenji Ito; Gi Nattak; SPC injection
67: dm2_doom; Doom; Doom II; Bobby Prince; emberling; gamerip
68: ff7_snow; Buried in the Snow; Final Fantasy VII; Nobuo Uematsu; emberling; gamerip (PC)
69: rd_flame; Frozen Flame; Radical Dreamers; Yasunori Mitsuda; Gi Nattak; SPC injection
6A: smtd_incoming; Hostiles Incoming; Super Metroid; Minako Hamano, Kenji Yamamoto; Gi Nattak; Erik
6B: khb_place; Enter the Place; Koi Ha Balance; Kenji Ito; Gi Nattak; SPC injection
6D: top_overworld; Overworld Theme 3; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; emberling; top2mid
6E: gs_ruins; Tunnel Ruins; Golden Sun; Motoi Sakuraba; emberling; ba_mus_riper
6F: ff7_fight; Those Who Fight; Final Fantasy VII; Nobuo Uematsu; Jackimus; Jackimus
70: ff9_eiko; Eiko's Theme; Final Fantasy IX; Nobuo Uematsu; Jackimus; Jackimus
71: lal_knock; Knock You Down!; Live A Live; Yoko Shimomura; Gi Nattak; SaGaUpLoader
72: eldr_madeline; Madeline's Theme; Electric Dreams; Giorgio Moroder; Gi Nattak; unknown
73: top_spirit; Fighting of the Spirit; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; emberling; top2mid
74: kh_wish; A Very Small Wish; Kingdom Hearts; Yoko Shimomura; Gi Nattak; Mitch Vega
75: top_mint; Mint's Theme; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; emberling; top2mid
76: xnb_names; You Will Know Our Names; Xenoblade; ACE+; Jackimus; Jackimus
77: bof_battling; Battling; Breath of Fire; Y. Fujita, M. Yamaguchi, M. Fuji, Y. Shimomura, T. Nishimura; Gi Nattak; Jorge D. Fuentes
78: cc_marshes; Hydra Marshes; Chrono Cross; Yasunori Mitsuda; emberling; VGMTrans
79: ff4_troian; Troian Beauty; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; unknown
7A: sgf_battle2; Battle #2; Saga Frontier; Kenji Ito; Tsushiy; unknown
7B: ff5_clash; Clash on the Big Bridge; Final Fantasy V; Nobuo Uematsu; Gi Nattak; FF5→FF6 MCS2
7C: bl_gudruff; Gudruff's Theme; Bahamut Lagoon; Noriko Matsueda; Gi Nattak; mfvitools
7D: xng_clouds; The Sky Clouds and You; Xenogears; Yasunori Mitsuda; Gi Nattak; J.J.
7E: sf2_ken; Ken's Theme; Street Fighter II; Yoko Shimomura; emberling; VGMTrans
7F: mm9_flash; Flash in the Dark; Megaman 9; Ryo Kawakami; Gi Nattak; Jay Reichard
80: es3_morrowind; Morrowind Theme; Elder Scrolls III; Jeremy Soule; Gi Nattak; Ilya Gordon
81: ar2_palace; Ice Palace; ActRaiser 2; Yuzo Koshiro; Gi Nattak; D. Harasymovich
82: totr_sanctuary; Sanctuary; Treasure of the Rudras; Ryuji Sasai; Gi Nattak; mfvitools
83: ff6_ww3; The Wedding Waltz #3; Final Fantasy VI; Nobuo Uematsu; N/A; N/A
84: cstvn3_aquarious; Aquarius; Castlevania 3; Konami Kukeiha Club; Gi Nattak; Jorge D. Fuentes
85: ff4_zeromus; Zeromus; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; Kaminoken
86: kss_race; Gourmet Race; Kirby Super Star; Jun Ishikawa; Gi Nattak; Xky Rauh
87: lo_barrel; The Gun Barrel of Battle; Lost Odyssey; Nobuo Uematsu; emberling; emberling
88: top_decisive; Decisive; Tales of Phantasia;  Motoi Sakuraba, Shinji Tamura; Gi Nattak; Erwill
89: so2_operation; Rescue Operation; Star Ocean 2; Motoi Sakuraba; emberling; VGMTrans
8A: avgn_fuckballs; Future Fuckballs 2010; Angry Video Game Nerd Adventures; FreakZone Games; Jackimus; Jackimus
8B: xng_knight; Red Knight; Xenogears; Yasunori Mitsuda; emberling; VGMTrans
8C: dq3_world; unknown World; Dragon Quest III; Koichi Sugiyama; Gi Nattak; Jay Reichard
8D: lf2_battle_2; Battle 2; Lufia II; Yasunori Shiono; Tsushiy; unknown
8E: smtd_brain; Mother Brain; Super Metroid; Minako Hamano, Kenji Yamamoto; Gi Nattak; Erik
8F: ias_redemption; Path of Redemption; I Am Setsuna; Tomoki Miyoshi; Gi Nattak; Josephina
90: udt_waters; Quiet Waters; Undertale; Toby Fox; Gi Nattak; Ulrik Ruud Rostrup
91: ff6_overture_1; Overture 1; Final Fantasy VI; Nobuo Uematsu; N/A; N/A
92: sf_blue; Last Battle ~ Blue; Saga Frontier; Kenji Ito; Gi Nattak; Masterlink
93: fmgh_sentinal; Sentinal; Front Mission: Gun Hazard; N. Uematsu, Y. Mitsuda, J. Nakano, M. Hamauzu; Gi Nattak; SPC injection
94: xng_flight; Flight; Xenogears; Yasunori Mitsuda; emberling; VGMTrans
95: ff6_aria; Aria di Mezzo Carattere; Final Fantasy VI; Nobuo Uematsu; N/A; N/A
96: ab_closed; Closed In Upon Me; Altered Beast; Kazuhiko Nagai; Gi Nattak; Johnnyz
97: bof2_god; Please, God; Breath of Fire II; Yuko Takehara; Gi Nattak; Sephiroth3
98: fft_silence; Silence at Night; Final Fantasy Tactics; Hitoshi Sakimoto, Masaharu Iwata; Gi Nattak; Felix Trapper
99: bof2_wings; White Wings; Breath of Fire II; Yuko Takehara; Gi Nattak; Black_Wing
9A: ff4_golbez; Golbez, Clad In Darkness; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; Rob Cohen
9B: rd_confrontation; Final Confrontation; Radical Dreamers; Yasunori Mitsuda; Gi Nattak; SPC injection
9C: ct_zeal; Zeal Palace; Chrono Trigger; Yasunori Mitsuda; Gi Nattak; SPC injection
9D: ff4_boss; Boss Theme; Final Fantasy IV; Nobuo Uematsu; MetroidQuest; N/A
9E: totr_village; Holiday in the Village; Treasure of the Rudras; Ryuji Sasai; Gi Nattak; mfvitools
9F: ln2_memories; Somber Memories; Lunar 2; Noriyuki Iwadare; Gi Nattak; Timothy Peters
A0: ff7_fight_further; Those Who Fight Further; Final Fantasy VII; Nobuo Uematsu; Jackimus; Jackimus
A1: bof_alan; Alan and Cerl; Breath of Fire; Y. Fujita, M. Yamaguchi, M. Fuji, Y. Shimomura, T. Nishimura; Gi Nattak; Jorge D. Fuentes
A2: ff6_overture_2; Overture 2; Final Fantasy VI; Nobuo Uematsu; N/A; N/A
A3: sn_act_1; Flying Battery Zone Act 1; Sonic & Knuckles; Howard Drossin; Gi Nattak; Mike Newman
A4: dt_bone; Skull Bone 1; Dynami Tracer; Nobuo Uematsu; Gi Nattak; SPC injection
A5: ff8_machine_gun; The Man With The Machine Gun; Final Fantasy VIII; Nobuo Uematsu; Jackimus; Jackimus
A6: evrqst_kelethin; Kelethin; Everquest; Jay Barbeau; Gi Nattak; Randall Laws
A7: ff9_hills; Crossing Those Hills; Final Fantasy IX; Nobuo Uematsu; emberling; VGMTrans
A8: dc2_brinks; Palm Brinks; Dark Cloud 2; Tomohito Nishiura; Gi Nattak; Sevon
A9: lf2_watchtowers; Watchtowers of the Seal; Lufia II; Yasunori Shiono; Gi Nattak; SinclairC
AA: som_whisper; Whisper And Mantra; Secret of Mana; Hiroki Kikuta; Gi Nattak; mfvitools
AB: eo3_waves; The End of the Raging Waves; Etrian Odyssey III; Yuzo Koshiro; emberling; VGMTrans
AC: xnbc2_morardain; Mor Ardain; Xenoblade Chronicles 2; ACE; emberling; emberling
AF: sd3_sacrifice; Sacrifice; Seiken Densetsu 3; Hiroki Kikuta; emberling; VGMTrans
B0: fzc_big_blue; Big Blue; F-Zero Climax; Kenji Hikita; Gi Nattak; Jay Reichard
B1: rs3_last_battle; The Last Battle; Romancing SaGa 3; Kenji Ito; Tsushiy; unknown
B2: rd_girl; Star Stealing Girl; Radical Dreamers; Yasunori Mitsuda; Gi Nattak; SPC injection
B3: smrpg_booster; And My Name's Booster; Super Mario RPG; Yoko Shimomura; Gi Nattak; mfvitools
B4: dsg_moon; Red Moon; Disgaea; Tenpei Sato; Gi Nattak; Phoenix of Chaos
B5: cc_child; Lost Child of Time; Chrono Cross; Yasunori Mitsuda; emberling; VGMTrans
B6: ff4_world; Somewhere in the World; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; VGMusic
BB: ff3_cloud; Cloud of Darkness; Final Fantasy III; Nobuo Uematsu; Gi Nattak; Andrew Thompson
BC: totr_mines; The Quest For Rudra's Mines; Treasure of the Rudras; Ryuji Sasai; Gi Nattak; mfvitools
BD: sd3_mana; Secret of Mana; Seiken Densetsu 3; Hiroki Kikuta; Gi Nattak; mfvitools
BE: ct_theme; Main Theme; Chrono Trigger; Yasunori Mitsuda; emberling; mfvitools
BF: ff4_dreadful; Dreadful Battle; Final Fantasy IV; Nobuo Uematsu; Tsushiy; unknown
C0: ff5_decisive; The Decisive Battle; Final Fantasy V; Nobuo Uematsu; Gi Nattak; FF5→FF6 MCS2
C1: rsms_justice; Believing My Justice; Romancing Saga Minstrel Song; Kenji Ito; Gi Nattak; Hira
C2: ct_magus; Battle With Magus; Chrono Trigger; Yasunori Mitsuda; Tsushiy; unknown
C3: ct_battle_1; Battle 1; Chrono Trigger; Yasunori Mitsuda; emberling; mfvitools
C4: sd3_sea; Innocent Sea; Seiken Densetsu 3; Hiroki Kikuta; emberling; VGMTrans
C5: ff1_boss; Boss Battle B; Final Fantasy I; Nobuo Uematsu; Tsushiy; unknown
C6: ff3_battle_2; Battle 2; Final Fantasy III; Nobuo Uematsu; Tsushiy; unknown
C7: fm_logic; Destructive Logic; Front Mission; Yoko Shimomura; Gi Nattak; SPC injection
C8: ct_revolution; World Revolution; Chrono Trigger; Yasunori Mitsuda; emberling; mfvitools
C9: lal_illusion; Illusion; Live A Live; Yoko Shimomura; Gi Nattak; mfvitools
CA: ff7_jenova; J-E-N-O-V-A; Final Fantasy VII; Nobuo Uematsu; Jackimus; Jackimus
CB: ff9_boss; Boss Battle; Final Fantasy IX; Nobuo Uematsu; Jackimus; Jackimus
CC: ffa_overworld; Overworld; Final Fantasy Adventure; Kenji Ito; JCE3000GT; JCE3000GT
CD: ff7_hurry; Hurry!; Final Fantasy VII; Nobuo Uematsu; emberling; gamerip (PC)
CE: dkc2_blast; Bramble Blast; Donkey Kong Country 2; David Wise; Gi Nattak; Mayika
CF: z3_dark_world; Dark World; The Legend of Zelda: A Link to the Past; Koji Kondo; Gi Nattak; Jorge D. Fuentes
D0: ffmq_boss; Boss Theme; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; Jackimus; Jackimus
D1: ffmq_king; Dark King; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; Jackimus; Jackimus
D2: ff5_lenna; Lenna's Theme; Final Fantasy V; Nobuo Uematsu; Gi Nattak; mfvitools
D3: stp_argonians; Argonians; Startropics; Yoshio Hirai; Gi Nattak; XERO
D4: skd2_neclord; Gothic Neclord; Suikoden II; Miki Higashino, Keiko Fukami; Jackimus; Jackimus
D5: mmx_storm_mammoth; Storm Mammoth (Storm Eagle & Flame Mammoth mix/medley); Mega Man X; Alph Lyla group; Jackimus; Jackimus
D6: gs2_battle; Isaac Battle Theme; Golden Sun 2; Motoi Sakuraba; Gi Nattak; Makayo_99994
D7: ffmq_dome; Lava Dome; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; emberling; FF5→FF6 MCS2
D8: ff9_spirit; Spirit of the Hunt; Final Fantasy IX; Nobuo Uematsu; emberling; VGMTrans
D9: swom_sun; Rising Sun; Sword of Mana; Kenji Ito; Gi Nattak; Zurri
DA: lf_battle_2; Battle 2; Lufia; Yasunori Shiono; Gi Nattak; Sivak Drac
DB: lom_pain; Pain of the Universe; Legend of Mana; Yoko Shimomura; emberling; VGMTrans
DC: z3_village; Kakariko Village; The Legend of Zelda: A Link to the Past; Koji Kondo; Gi Nattak; Thomas Rungeard
DD: smrpg_smithy; Fight Against Smithy; Super Mario RPG; Yoko Shimomura; Jackimus; Jackimus
DE: dkc2_interlude; Forest Interlude Remix; Donkey Kong Country 2; David Wise; Gi Nattak; Jay Reichard
DF: smtd_boss; Boss Theme; Super Metroid/Prime; Minako Hamano, Kenji Yamamoto; Jackimus; Jackimus
E0: ff9_final; The Final Battle; Final Fantasy IX; Nobuo Uematsu; Gi Nattak; Eli Dirkx
E1: nes_atreyu; Atreyu's Quest; Neverending Story; Klaus Doldinger; Gi Nattak; Gerald Menzel
E2: ff6_ending; Ending Song 2; Final Fantasy VI; Nobuo Uematsu; N/A; N/A
E3: ff1_dungeon; Dungeon; Final Fantasy I; Nobuo Uematsu; Gi Nattak; VGMusic
E4: tc_temple; Cloud Temple; Treasure Conflix; Junya Nakano; Gi Nattak; SPC injection
E5: sm64_castle; Peach's Castle; Super Mario 64; Koji Kondo; Gi Nattak; Dr. Fruitcake
E6: ff4_paladin; The Paladin; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; mfvitools
E7: ms_footstep; My Footstep On This World; Metal Saga; Satoshi Kadokura; Gi Nattak; Japanese MIDI
E8: lal_cry; Cry-A-Live; Live A Live; Yoko Shimomura; Gi Nattak; mfvitools
E9: ff7_god; Birth of a God; Final Fantasy VII; Nobuo Uematsu; emberling; gamerip (PC)
EA: lf_battle_3; Battle 3; Lufia; Yasunori Shiono; emberling; spc2it
EB: top_absentminded; Be Absentminded; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; Gi Nattak; Setzer-
EC: rs3_castle; Gen's Castle Battle; Romancing Saga 3; Kenji Ito; Tsushiy; unknown
ED: ff9_alone; You're Not Alone!; Final Fantasy IX; Nobuo Uematsu; Gi Nattak; Jeffrey Copperthite
EE: ff6_maria; Draco and Maria Singing; Final Fantasy VI; Nobuo Uematsu; N/A; N/A
EF: grnds_tenderness; Lots of Tenderness; Grounseed; Ryu Umemoto, Ryuu Takami; Gi Nattak; MaliceX
F0: sd3_fly; Can You Fly, Sister?; Seiken Densetsu 3; Hiroki Kikuta; emberling; VGMTrans
F1: so2_mind; Strike Your Mind; Star Ocean 2; Motoi Sakuraba; emberling; VGMTrans
F2: z3_castle; Majestic Castle; The Legend of Zelda: A Link to the Past; Koji Kondo; Gi Nattak; Haakon Marthinsen
F3: iog_boss; Boss Battle; Illusion of Gaia; Yasuhiro Kawasaki; Gi Nattak; Tarq
F4: ff8_force; Force Your Way; Final Fantasy VIII; Nobuo Uematsu; emberling; VGMTrans
F5: xng_tears; Tears of the Stars Hearts of the People; Xenogears; Yasunori Mitsuda; emberling; VGMTrans
F6: ff8_afraid; Don't Be Afraid; Final Fantasy VIII; Nobuo Uematsu; emberling; VGMTrans
F7: ct_burn; Burn! Bobonga!; Chrono Trigger; Uematsu; emberling; mfvitools
F8: ob_war; Guerilla War; Ogre Battle; Masaharu Iwata, Hitoshi Sakimoto; emberling; nsfimport
F9: rs3_devils; Four Noble Devils 2; Romancing Saga 3; Kenji Ito; Gi Nattak; SPC injection
FA: ff7_aerith; Aerith's Theme; Final Fantasy VII; Nobuo Uematsu; Tsushiy; unknown
FB: aglq_love; When You Confess Love; Angelique; Chinatsu Kuzuu; Gi Nattak; Queenie Z
FD: iog_womb; In the Earthen Womb; Illusion of Gaia; Yasuhiro Kawasaki; emberling; Jeff Daily
FE: eb_hihihi; Hi Hi Hi; Earthbound; Keiichi Suzuki, Hirokazu Tanaka; Gi Nattak; Xky Rauh

[sfx.smc]
04: ff6_wind; Wind; Final Fantasy VI; Minoru Akao; N/A; N/A
1E: ff6_river; Rushing River; Final Fantasy VI; Minoru Akao; N/A; N/A
26: ct_blackbird; Blackbird Interior; Chrono Trigger; Minoru Akao; N/A; N/A
3A: ff6_ocean; Ocean; Final Fantasy VI; Minoru Akao; N/A; N/A
4A: ff6_burning; Burning House; Final Fantasy VI; Minoru Akao; N/A; N/A
6C: ct_wormhole; Wormhole; Chrono Trigger; Minoru Akao; N/A; N/A
AD: ct_shell; Inside the Shell; Chrono Trigger; Minoru Akao; N/A; N/A
AE: ff5_crickets; Crickets; Final Fantasy V; Minoru Akao; N/A; N/A
B7: ff6_river_raft; The Raft and the Flowing River; Final Fantasy VI; Minoru Akao; N/A; N/A
B8: ff6_fire; Fire!; Final Fantasy VI; Minoru Akao; N/A; N/A
B9: ff6_train; Dream of a Train; Final Fantasy VI; Minoru Akao; N/A; N/A
BA: ff6_chocobo; Chocobos Running; Final Fantasy VI; Minoru Akao; N/A; N/A
FC: rs3_alarm; Alarm; Romancing Saga 3; Minoru Akao; N/A; N/A

[optional_a.smc]
06: ff4_overworld; Overworld; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; Kaminoken
13: tgr_track1; Track 1; Top Gear; Barry Leitch; Gi Nattak; Dave Phaneuf
14: doran_battle2; Battle 2; doranarasi Music; doranarasi; Gi Nattak; mfvitools 
18: kss_trees; Trees in the Depths of the Earth; Kirby Super Star; Jun Ishikawa; Gi Nattak; Joe Cortez
19: halo_woods; A Walk in the Woods; Halo: Combat Evolved; Martin O'Donnell, Michael Salvatori; Gi Nattak; Bryan Liguori
24: rpgmvxa_battle1; Battle 1; RPG Maker VX Ace; Joel Steudler; Gi Nattak; TsukiStuffs
27: ff3_djinn; Djinn's Curse; Final Fantasy III; Nobuo Uematsu; Gi Nattak; VGMusic
28: sm64_docks; Dire, Dire Docks; Super Mario 64; Koji Kondo; Gi Nattak; Jeff
29: zamn_pyramid; Pyramid of Fear; Zombies Ate My Neighbors; Joe McDermott; Gi Nattak; Robert Hansson
2E: ki_glacius; Glacius; Killer Instinct; Robin Beanland, Graeme Norgate; Gi Nattak; Stacy Anne Christiansen
2F: ct_fanfare; Fanfare 1; Chrono Trigger; Yasunori Mitsuda; Gi Nattak; mfvitools
33: ff4_fight; Fight 1; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; mfvitools
38: ff7_goodnight; Goodnight Until Tomorrow; Final Fantasy VII; Nobuo Uematsu; Gi Nattak; FF7 PC MIDI
44: mmx_boomer; Boomer Kuwanger; Mega Man X; Alph Lyla group; Gi Nattak; King Meteor
48: so_walk; Walk Over; Star Ocean 2; Motoi Sakuraba; Gi Nattak; Dyne
49: som_fortress; Mana Fortress; Secret of Mana; Hiroki Kikuta; Gi Nattak; Amber Ritchie
4B: ff4_giant; Within the Giant; Final Fantasy IV; Nobuo Uematsu; Gi Nattak; VGMusic
4C: lf_earth; The Earth; Lufia; Yasunori Shiono; Gi Nattak; SinclairC
4D: mm2_wily1; Wily Stage 1; Mega Man 2; Takashi Tateishi; Gi Nattak; UltimaOmega
4F: ff5_unknown; Unknown Lands; Final Fantasy V; Nobuo Uematsu; Gi Nattak; FF5→FF6 MCS2.exe
6D: snca_xzone; X-Zone; Sonic Advance 1; Tatsuyuki Maeda, Yutaka Minobe; Gi Nattak; Jay Reichard
6E: ff7_judgement; Judgement Day; Final Fantasy VII; Nobuo Uematsu; Gi Nattak;  FF7 PC MIDI
71: mm10_memory; Abandoned Memory; Mega Man 10; Ippo Yamada, Ryo Kawakami, Hiroki Isogai, and Yu Shimoda; Gi Nattak; Matt Tropiano
73: mm7_street; Ruined Street; Mega Man 7; Toshihiko Horiyama, Yuko Takehara, Makoto Tomozawa; Gi Nattak; Moccy
74: ff1_matoya; Matoya's Cave; Final Fantasy I; Nobuo Uematsu; Gi Nattak; VGMusic
