[ost_a.smc]
3C: lf2_mountain; Towering Mountain; Lufia II; Yasunori Shiono; emberling
3D: so2_stream; Pure a Stream; Star Ocean 2; Motoi Sakuraba; Gi Nattak
3E: chopin_march; Funeral March; Chopin; N/A; Gi Nattak
3F: ml_world; World 4; Mario Land; Hirokazu Tanaka; Gi Nattak
40: cc_pyre; Mount Pyre; Chrono Cross; Yasunori Mitsuda; emberling
41: rd_promise; Far Promise ~ Dream Shore; Radical Dreamers; Yasunori Mitsuda; Gi Nattak
42: ff8_law; Martial Law; Final Fantasy VIII; Nobuo Uematsu; emberling
43: bof2_dance; Clumsy Dance; Breath of Fire 2; Yuko Takehara; Gi Nattak
44: ej_tanjerines; Anything But Tangerines; Earthworm Jim; Tommy Tallarico; Gi Nattak
45: totr_flame; Flame And Arrow; Treasure of the Rudra; Ryuji Sasai; emberling
46: fm_war; The Evils of War; Front Mission; Yoko Shimomura; Gi Nattak
47: fmgh_message; Message of Genoce; Front Mission: Gun Hazard; N. Uematsu, Y. Mitsuda, J. Nakano, M. Hamauzu; Gi Nattak
48: brnl_toronto; Town of Toronto; Brainlord; Masanao Akahori; Jackimus
49: ff8_lion; Maybe I'm a Lion; Final Fantasy VIII; Nobuo Uematsu; emberling
4B: ff14_azys; Azys Lla; Final Fantasy XIV; Masayoshi Soken; emberling
4C: ff5_light; Searching the Light; Final Fantasy V; Nobuo Uematsu; Gi Nattak
4D: gs_lighthouse; Venus Lighthouse; Golden Sun; Motoi Sakuraba; Gi Nattak
4E: kaw_havoc; Havoc; King Arthur's World; Justin Scharvona; Gi Nattak
4F: cc_sea; Dead Sea; Chrono Cross; Yasunori Mitsuda; Jackimus, Gi Nattak
50: sg_time; Time Eater; Sonic Generations; Jun Senoue; Gi Nattak
51: trnm_sealed; Sealed; Terranigma; Masanori Hikichi; Gi Nattak
52: jts_headquaters; Headquarters; Journey to Silius; Naoki Kodaka; Gi Nattak
53: so_time; Calm Time; Star Ocean; Motoi Sakuraba; Gi Nattak
54: ff10_zanarkan; To Zanarkand; Final Fantasy X; Nobuo Uematsu; Gi Nattak
55: ff4_darkness; Into the Darkness; Final Fantasy IV; Nobuo Uematsu; Tsushiy
56: ff4hol_vulpes; Vulpes (day); Final Fantasy: The 4 Heroes of Light; Naoshi Mizuta; Tsushiy
57: z3_shop; Shop; The Legend of Zelda: Ocarina of Time; Koji Kondo; Gi Nattak
58: trnm_forest; Evergreen Forest; Terranigma; Masanori Hikichi; Gi Nattak
59: ct_will; Those Without the Will to Live; Chrono Trigger; Uematsu; Gi Nattak
5A: ff5_box; Music Box; Final Fantasy V; Nobuo Uematsu; Gi Nattak
5B: ff9_sorrow; Unforgettable Sorrow; Final Fantasy IX; Nobuo Uematsu; Tsushiy
5C: bof2_beauty; Sleeping Beauty; Breath of Fire 2; Yuko Takehara; Gi Nattak
5D: ff8_witches; Succession of Witches; Final Fantasy VIII; Nobuo Uematsu; emberling
5E: ff9_world; Crystal World; Final Fantasy IX; Nobuo Uematsu; Gi Nattak
5F: snc_sonic; Sonic.exe; Kyu S. Music; Kyu S.; Gi Nattak
60: ff3_tozas; Cute Little Tozas; Final Fantasy III; Nobuo Uematsu; Gi Nattak
61: xng_giant; Steel Giant; Xenogears; Yasunori Mitsuda; emberling
62: iog_whispers; Ominous Whispers; Illusion of Gaia; Yasuhiro Kawasaki; emberling
63: pkm_battle; Trainer Battle; Pokemon red/blue/yellow; Junichi Masuda; Gi Nattak
64: ys3_seal; Seal of Time; Ys3; Mieko Ishikawa; emberling
65: som_star; The Dark Star; Secret of Mana; Hiroki Kikuta; emberling
66: rs3_palace; Underwater Palace; Romancing Saga 3; Kenji Ito; Gi Nattak
67: dm2_doom; Doom; Doom II; Bobby Prince; emberling
68: ff7_snow; Buried in the Snow; Final Fantasy VII; Nobuo Uematsu; emberling
69: rd_flame; Frozen Flame; Radical Dreamers; Yasunori Mitsuda; Gi Nattak
6A: smtd_incoming; Hostiles Incoming; Super Metroid; Minako Hamano, Kenji Yamamoto; Gi Nattak
6B: khb_place; Enter the Place; Koi Ha Balance; Kenji Ito; Gi Nattak
6D: top_overworld; Overworld Theme 3; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; emberling
6E: gs_ruins; Tunnel Ruins; Golden Sun; Motoi Sakuraba; emberling
6F: ff7_fight; Those Who Fight; Final Fantasy VII; Nobuo Uematsu; Jackimus
70: ff9_eiko; Eiko's Theme; Final Fantasy IX; Nobuo Uematsu; Jackimus
71: lal_knock; Knock You Down!; Live A Live; Yoko Shimomura; Gi Nattak
72: eldr_madeline; Madeline's Theme; Electric Dreams; Giorgio Moroder; Gi Nattak
73: top_spirit; Fighting of the Spirit; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; emberling
74: kh_wish; A Very Small Wish; Kingdom Hearts; Yoko Shimomura; Gi Nattak
75: top_mint; Mint's Theme; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; emberling
76: xnb_names; You Will Know Our Names; Xenoblade; ACE+; Jackimus
77: bof_battling; Battling; Breath of Fire; Y. Fujita, M. Yamaguchi, M. Fuji, Y. Shimomura, T. Nishimura; Gi Nattak
78: cc_marshes; Hydra Marshes; Chrono Cross; Yasunori Mitsuda; emberling
79: ff4_troian; Troian Beauty; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
7A: sgf_battle_2; Battle #2; Saga Frontier; Kenji Ito; Tsushiy
7B: ff5_clash; Clash on the Big Bridge; Final Fantasy V; Nobuo Uematsu; Gi Nattak
7C: bl_gudruff; Gudruff's Theme; Bahamut Lagoon; Noriko Matsueda; Gi Nattak
7D: xng_clouds; The Sky Clouds and You; Xenogears; Yasunori Mitsuda; Gi Nattak
7E: sf2_ken; Ken's Theme; Street Fighter II; Yoko Shimomura; emberling
7F: mm9_flash; Flash in the Dark; Megaman 9; Ryo Kawakami; Gi Nattak
80: es3_morrowind; Morrowind Theme; Elder Scrolls III; Jeremy Soule; Gi Nattak
81: ar2_palace; Ice Palace; ActRaiser 2; Yuzo Koshiro; Gi Nattak
82: totr_sanctuary; Sanctuary; Treasure of the Rudra; Ryuji Sasai; Gi Nattak
83: ff6_ww3; The Wedding Waltz #3; Final Fantasy VI; Nobuo Uematsu; N/A
84: cstvn3_aquarious; Aquarious; Castlevania 3; Konami Kukeiha Club; Gi Nattak
85: ff4_zeromus; Zeromus; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
86: kss_race; Gourmet Race; Kirby Super Star; Jun Ishikawa; Gi Nattak
87: lo_barrel; The Gun Barrel of Battle; Lost Odyssey; Nobuo Uematsu; emberling
88: udt_megalovania; Megalovania; Undertale; Toby Fox; Jackimus
89: so2_operation; Rescue Operation; Star Ocean 2; Motoi Sakuraba; emberling
8A: avgn_fuckballs; Future Fuckballs 2010; Angry Video Game Nerd Adventures; FreakZone Games; Jackimus
8B: xng_knight; Red Knight; Xenogears; Yasunori Mitsuda; emberling
8C: dq3_world; Unknown World; Dragon Quest 3; Koichi Sugiyama; Gi Nattak
8D: lf2_battle_2; Battle 2; Lufia II; Yasunori Shiono; Gi Nattak
8E: smtd_brain; Mother Brain; Super Metroid; Minako Hamano, Kenji Yamamoto; Gi Nattak
8F: ias_redemption; Path of Redemption; I Am Setsuna; Tomoki Miyoshi; Gi Nattak
90: udt_waters; Quiet Waters; Undertale; Toby Fox; Gi Nattak
91: ff6_overture_1; Overture 1; Final Fantasy VI; Nobuo Uematsu; N/A
92: sd3_fission; Nuclear Fission; Seiken Densetsu 3; Hiroki Kikuta; Jackimus
93: fmgh_sentinal; Sentinal; Front Mission: Gun Hazard; N. Uematsu, Y. Mitsuda, J. Nakano, M. Hamauzu; Gi Nattak
94: xng_flight; Flight; Xenogears; Yasunori Mitsuda; emberling
95: ff6_aria; Aria di Mezzo Carattere; Final Fantasy VI; Nobuo Uematsu; N/A
96: ab_closed; Closed In Upon Me; Altered Beast; Kazuhiko Nagai; Gi Nattak
97: bof2_god; Please, God; Breath of Fire 2; Yuko Takehara; Gi Nattak
98: fft_silence; Silence at Night; Final Fantasy Tactics; Hitoshi Sakimoto, Masaharu Iwata; Gi Nattak
99: bof2_wings; White Wings; Breath of Fire 2; Yuko Takehara; Gi Nattak
9A: ff4_golbez; Golbez, Clad In Darkness; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
9B: rd_confrontation; Final Confrontation; Radical Dreamers; Yasunori Mitsuda; Gi Nattak
9C: ct_zeal; Zeal Palace; Chrono Trigger; Yasunori Mitsuda; Gi Nattak
9D: ff4_boss; Boss Theme; Final Fantasy IV; Nobuo Uematsu; MetroidQuest
9E: totr_village; Holiday in the Village; Treasure of the Rudra; Ryuji Sasai; Gi Nattak
9F: ln2_memories; Somber Memories; Lunar 2; Noriyuki Iwadare; Gi Nattak
A0: ff7_fight_further; Those Who Fight Further; Final Fantasy VII; Nobuo Uematsu; Jackimus
A1: bof_alan; Alan and Cerl; Breath of Fire; Y. Fujita, M. Yamaguchi, M. Fuji, Y. Shimomura, T. Nishimura; Gi Nattak
A2: ff6_overture_2; Overture 2; Final Fantasy VI; Nobuo Uematsu; N/A
A3: sn_act_1; Flying Battery Zone Act 1; Sonic & Knuckles; Howard Drossin; Gi Nattak
A4: dt_bone; Skull Bone 1; Dynami Tracer; Nobuo Uematsu; Gi Nattak
A5: ff8_machine_gun; The Man With The Machine Gun; Final Fantasy VIII; Nobuo Uematsu; Jackimus
A6: evrqst_kelethin; Kelethin; Everquest; Jay Barbeau; Gi Nattak
A7: ff9_hills; Crossing Those Hills; Final Fantasy IX; Nobuo Uematsu; emberling
A8: dc2_brinks; Palm Brinks; Dark Cloud 2; Tomohito Nishiura; Gi Nattak
A9: lf2_watchtowers; Watchtowers of the Seal; Lufia II; Yasunori Shiono; Gi Nattak
AA: som_whisper; Whisper And Mantra; Secret of Mana; Hiroki Kikuta; Gi Nattak
AB: eo3_waves; The End of the Raging Waves; Etrian Odyssey III; Yuzo Koshiro; emberling
AC: xnbc2_morardain; Mor Ardain; Xenoblade Chronicles 2; ACE; emberling
AF: sd3_sacrifice; Sacrifice; Seiken Densetsu 3; Hiroki Kikuta; emberling
B0: fzc_big_blue; Big Blue; F-Zero Climax; Kenji Hikita; Gi Nattak
B1: rs3_last_battle; The Last Battle; Romancing SaGa 3; Kenji Ito; Tsushiy
B2: rd_girl; Star Stealing Girl; Radical Dreamers; Yasunori Mitsuda; Gi Nattak
B3: smrpg_booster; And My Name's Booster; Super Mario RPG; Yoko Shimomura; Gi Nattak
B4: dsg_moon; Red Moon; Disgaea; Tenpei Sato; Gi Nattak
B5: cc_child; Lost Child of Time; Chrono Cross; Yasunori Mitsuda; emberling
B6: ff4_world; Somewhere in the World; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
BB: ff3_cloud; Cloud of Darkness; Final Fantasy III; Nobuo Uematsu; Gi Nattak
BC: totr_mines; The Quest For Rudra's Mines; Treasure of the Rudra; Ryuji Sasai; Gi Nattak
BD: sd3_mana; Secret of Mana; Seiken Densetsu 3; Hiroki Kikuta; Gi Nattak
BE: ct_theme; Main Theme; Chrono Trigger; Yasunori Mitsuda; emberling
BF: ff4_dreadful; Dreadful Battle; Final Fantasy IV; Nobuo Uematsu; Tsushiy
C0: ff5_decisive; The Decisive Battle; Final Fantasy V; Nobuo Uematsu; Gi Nattak
C1: rsms_justice; Believing My Justice; Romancing Saga Minstrel Song; Kenji Ito; Gi Nattak
C2: ct_magus; Battle With Magus; Chrono Trigger; Yasunori Mitsuda; Tsushiy
C3: ct_battle_1; Battle 1; Chrono Trigger; Yasunori Mitsuda; emberling
C4: sd3_sea; Innocent Sea; Seiken Densetsu 3; Hiroki Kikuta; emberling
C5: ff1_boss; Boss Battle B; Final Fantasy I; Nobuo Uematsu; Tsushiy
C6: ff3_battle_2; Battle 2; Final Fantasy III; Nobuo Uematsu; Tsushiy
C7: fm_logic; Destructive Logic; Front Mission; Yoko Shimomura; Gi Nattak
C8: ct_revolution; World Revolution; Chrono Trigger; Yasunori Mitsuda; emberling
C9: lal_illusion; Illusion; Live A Live; Yoko Shimomura; Gi Nattak
CA: ff7_jenova; J-E-N-O-V-A; Final Fantasy VII; Nobuo Uematsu; Jackimus
CB: ff9_boss; Boss Battle; Final Fantasy IX; Nobuo Uematsu; Jackimus
CC: ffa_overworld; Overworld; Final Fantasy Adventure; Kenji Ito; JCE3000GT
CD: ff7_hurry; Hurry!; Final Fantasy VII; Nobuo Uematsu; emberling
CE: dkc2_blast; Bramble Blast; Donkey Kong Country 2; David Wise; Gi Nattak
CF: z3_dark_world; Dark World; The Legend of Zelda: A Link to the Past; Koji Kondo; Gi Nattak
D0: ffmq_boss; Boss Theme; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; Jackimus
D1: ffmq_king; Dark King; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; Jackimus
D2: ff5_lenna; Lenna's Theme; Final Fantasy V; Nobuo Uematsu; Gi Nattak
D3: stp_argonians; Argonians; Startropics; Yoshio Hirai; Gi Nattak
D4: skd2_neclord; Gothic Neclord; Suikoden II; Miki Higashino, Keiko Fukami; Jackimus
D5: mmx_storm_mammoth; Storm Mammoth (Storm Eagle & Flame Mammoth mix/medley); Mega Man X; Alph Lyla group; Jackimus
D6: gs2_battle; Isaac Battle Theme; Golden Sun 2; Motoi Sakuraba; Gi Nattak
D7: ffmq_dome; Lava Dome; Final Fantasy Mystic Quest; Ryuji Sasai, Yasuhiro Kawakami; emberling
D8: ff9_spirit; Spirit of the Hunt; Final Fantasy IX; Nobuo Uematsu; emberling
D9: swom_sun; Rising Sun; Sword of Mana; Kenji Ito; Gi Nattak
DA: lf_battle_2; Battle 2; Lufia; Yasunori Shiono; Gi Nattak
DB: lom_pain; Pain in the Universe; Legend of Mana; Yoko Shimomura; emberling
DC: z3_village; Kakariko Village; The Legend of Zelda: A Link to the Past; Koji Kondo; Gi Nattak
DD: smrpg_smithy; Fight Against Smithy; Super Mario RPG; Yoko Shimomura; Jackimus
DE: dkc2_interlude; Forest Interlude Remix; Donkey Kong Country 2; David Wise; Gi Nattak
DF: smtd_boss; Boss Theme; Super Metroid/Prime; Minako Hamano, Kenji Yamamoto; Jackimus
E0: ff9_final; The Final Battle; Final Fantasy IX; Nobuo Uematsu; Jackimus
E1: nes_atreyu; Atreyu's Quest; Neverending Story; Klaus Doldinger; Gi Nattak
E2: ff6_ending; Ending Song 2; Final Fantasy VI; Nobuo Uematsu; N/A
E3: ff1_dungeon; Dungeon; Final Fantasy I; Nobuo Uematsu; Gi Nattak
E4: tc_temple; Cloud Temple; Treasure Conflix; Junya Nakano; Gi Nattak
E5: sm64_castle; Peach's Castle; Super Mario 64; Koji Kondo; Gi Nattak
E6: ff4_paladin; The Paladin; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
E7: ms_footstep; My Footstep On This World; Metal Saga; Satoshi Kadokura; Gi Nattak
E8: lal_cry; Cry-A-Live; Live A Live; Yoko Shimomura; Gi Nattak
E9: ff7_god; Birth of a God; Final Fantasy VII; Nobuo Uematsu; emberling
EA: lf_battle_3; Battle 3; Lufia; Yasunori Shiono; emberling
EB: top_absentminded; Be Absentminded; Tales of Phantasia; Motoi Sakuraba, Shinji Tamura; Gi Nattak
EC: rs3_castle; Gen's Castle Battle; Romancing Saga 3; Kenji Ito; Tsushiy
ED: ff9_alone; You're Not Alone!; Final Fantasy IX; Nobuo Uematsu; Gi Nattak
EE: ff6_maria; Draco and Maria Singing; Final Fantasy VI; Nobuo Uematsu; N/A
EF: grnds_tenderness; Lots of Tenderness; Grounseed; Ryu Umemoto, Ryuu Takami; Gi Nattak
F0: sd3_fly; Can You Fly, Sister?; Seiken Densetsu 3; Hiroki Kikuta; emberling
F1: so2_mind; Strike Your Mind; Star Ocean 2; Motoi Sakuraba; emberling
F2: z3_castle; Majestic Castle; The Legend of Zelda: A Link to the Past; Koji Kondo; Gi Nattak
F3: iog_boss; Boss Battle; Illusion of Gaia; Yasuhiro Kawasaki; Gi Nattak
F4: ff8_force; Force Your Way; Final Fantasy VIII; Nobuo Uematsu; emberling
F5: xng_tears; Tears of the Stars Hearts of the People; Xenogears; Yasunori Mitsuda; emberling
F6: ff8_afraid; Don't Be Afraid; Final Fantasy VIII; Nobuo Uematsu; emberling
F7: ct_burn; Burn! Bobonga!; Chrono Trigger; Uematsu; emberling
F8: ob_war; Guerilla War; Ogre Battle; Masaharu Iwata, Hitoshi Sakimoto; emberling
F9: rs3_devils; Four Noble Devils 2; Romancing Saga 3; Kenji Ito; Gi Nattak
FA: ff7_aerith; Aerith's Theme; Final Fantasy VII; Nobuo Uematsu; Tsushiy
FB: aglq_love; When You Confess Love; Angelique; Chinatsu Kuzuu; Gi Nattak
FD: iog_womb; In the Earthen Womb; Illusion of Gaia; Yasuhiro Kawasaki; emberling
FE: eb_hihihi; Hi Hi Hi; Earthbound; Keiichi Suzuki, Hirokazu Tanaka; Gi Nattak

[sfx.smc]
04: ff6_wind; Wind; Final Fantasy VI; Minoru Akao; N/A
1E: ff6_river; Rushing River; Final Fantasy VI; Minoru Akao; N/A
26: ct_blackbird; Blackbird Interior; Chrono Trigger; Minoru Akao; N/A
3A: ff6_ocean; Ocean; Final Fantasy VI; Minoru Akao; N/A
4A: ff6_burning; Burning House; Final Fantasy VI; Minoru Akao; N/A
6C: ct_wormhole; Wormhole; Chrono Trigger; Minoru Akao; N/A
AD: ct_shell; Inside the Shell; Chrono Trigger; Minoru Akao; N/A
AE: ff5_crickets; Crickets; Final Fantasy V; Minoru Akao; N/A
B7: ff6_river_raft; The Raft and the Flowing River; Final Fantasy VI; Minoru Akao; N/A
B8: ff6_fire; Fire!; Final Fantasy VI; Minoru Akao; N/A
B9: ff6_train; Dream of a Train; Final Fantasy VI; Minoru Akao; N/A
BA: ff6_chocobo; Chocobos Running; Final Fantasy VI; Minoru Akao; N/A
FC: rs3_alarm; Alarm; Romancing Saga 3; Minoru Akao; N/A

[optional_a.smc]
06: ff4_overworld; Overworld; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
C4: xng_mermaid; June Mermaid; Xenogears; Yasunori Mitsuda; Gi Nattak
4F: ff5_unknown; Unknown Lands; Final Fantasy V; Nobuo Uematsu; Gi Nattak
2F: ct_fanfare; Fanfare 1; Chrono Trigger; Yasunori Mitsuda; Gi Nattak
73: mm7_street; Ruined Street; Mega Man 7; Toshihiko Horiyama, Yuko Takehara, Makoto Tomozawa; Gi Nattak
4B: ff4_giant; Within the Giant; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
28: sm64_docks; Dire, Dire Docks; Super Mario 64; Koji Kondo; Gi Nattak
7F: mm9_robots; We're the Robots; Mega Man 9; Ryo Kawakami; Gi Nattak 
29: zamn_pyramid; Pyramid of Fear; Zombies Ate My Neighbors; Joe McDermott; Gi Nattak
18: kss_trees; Trees in the Depths of the Earth; Kirby Super Star; Jun Ishikawa; Gi Nattak
84: ms_drokmar; At Drokmar's Gate; Magic Sword; Manami Matsumae; Gi Nattak
96: rag_theme; Main Theme; Ragnarok Online; SoundTeMP; Gi Nattak
80: ys4_ordeal; A Great Ordeal; Ys IV: The Dawn of Ys; Masaru Nakajima; Gi Nattak
87: rpgmvxa_battle4; Battle 4; RPG Maker VX Ace; Joel Steudler; Gi Nattak
E1: grnd_ganbo; The Sandy Beach of Ganbo; Grandia; Noriyuki Iwadare; Gi Nattak
9E: lf2_village; Village Theme; Lufia II; Yasunori Shiono; Gi Nattak
24: rpgmvxa_battle1; Battle 1; RPG Maker VX Ace; Joel Steudler; Gi Nattak 
EC: dbz_scouter; Solid State Scouter; Dragon Ball Z; Fuminori Iwazaki; Gi Nattak
44: mmx_boomer; Boomer Kuwanger; Mega Man X; Alph Lyla group; Gi Nattak
13: tgr_track1; Track 1; Top Gear; Barry Leitch; Gi Nattak
38: ff7_goodnight; Goodnight Until Tomorrow; Final Fantasy VII; Nobuo Uematsu; Gi Nattak
33: ff4_fight; Fight 1; Final Fantasy IV; Nobuo Uematsu; Gi Nattak
4C: lf_earth; The Earth; Lufia; Yasunori Shiono; Gi Nattak
F6: mmx_spark; Spark Mandrill; Mega Man X; Alph Lyla group; Gi Nattak
4D: mm2_wily1; Wily Stage 1; Mega Man 2; Takashi Tateishi; Gi Nattak
71: mm10_memory; Abandoned Memory; Mega Man 10; Ippo Yamada, Ryo Kawakami, Hiroki Isogai, and Yu Shimoda; Gi Nattak
14: doran_battle2; Battle 2; doranarasi Music; doranarasi; Gi Nattak 
BC: ff4_lunarians; The Lunarians; Final Fantasy IV; Nobuo Uematsu; Gi Nattak

[optional_b.smc]
06: z2_overworld; Overworld; Zelda II; Akito Nakatsuka; Gi Nattak
4F: ff3_dark; Dark World; Final Fantasy III; Nobuo Uematsu; Gi Nattak
24: ff1_battle; Battle Scene; Final Fantasy I; Nobuo Uematsu; Gi Nattak 
33: ff5_battle; Battle 1; Final Fantasy V; Nobuo Uematsu; Gi Nattak

[optional_c.smc]
4F: top_act; The Second Act; Tales of Phantasia; Motoi Sakuraba; Gi Nattak
24: doran_battle1; Battle 1; doranarasi Music; doranarasi; Gi Nattak

[brr]
01: spanish guitar; FF6; Final Fantasy VI
02: electric bass; FF6; Final Fantasy VI
03: wind flute; FF6; Final Fantasy VI
04: sitar; FF6; Final Fantasy VI
05: cello; FF6; Final Fantasy VI
06: chorus; FF6; Final Fantasy VI
07: flute; YI; Yoshi's Island
08: french horn; FF6; Final Fantasy VI
09: atma synth; FF6; Final Fantasy VI
0A: oboe; FF6; Final Fantasy VI
0B: organ; FF6; Final Fantasy VI
0C: piano; FF6; Final Fantasy VI
0D: strings; FF6; Final Fantasy VI
0E: trumpet; FF6; Final Fantasy VI
0F: closed hi-hat; FF6; Final Fantasy VI
10: e.piano; CT; Chrono Trigger
11: open hi-hat; FF6; Final Fantasy VI
12: cymbal; FF6; Final Fantasy VI
13: synth strings; FF4; Final Fantasy IV
14: snare; FF6; Final Fantasy VI
15: snapping; FF6; Final Fantasy VI
16: timpani; FF6; Final Fantasy VI
17: conga; FF6; Final Fantasy VI
18: acoustic bass; FF6; Final Fantasy VI
19: pizzo string; FF6; Final Fantasy VI
1A: trombone; FF6; Final Fantasy VI
1B: harp; FF6; Final Fantasy VI
1C: bass; FF6; Final Fantasy VI
1D: picked string; FF6; Final Fantasy VI
1E: distortion guitar; FF6; Final Fantasy VI
1F: ocarina; FF6; Final Fantasy VI
20: marimba; FF6; Final Fantasy VI
21: hard snare; SOM; Secret of Mana
22: kick drum; FF6; Final Fantasy VI
23: cowbell; FF6; Final Fantasy VI
24: tubular bell; FF6; Final Fantasy VI
25: pipe organ; FF6; Final Fantasy VI
26: woot; FF6; Final Fantasy VI
27: percussion; UNK; Unknown
28: rock organ; CT; Chrono Trigger
29: breath; FF6; Final Fantasy VI
2A: finger snap; FF6; Final Fantasy VI
2B: rimshot; FF6; Final Fantasy VI
2C: contrabass; FF6; Final Fantasy VI
2D: guiro; FF6; Final Fantasy VI
2E: conga 2; FF6; Final Fantasy VI
2F: shaker; FF6; Final Fantasy VI
30: wood block; FF6; Final Fantasy VI
31: bright piano; FF6; Final Fantasy VI
32: acoustic guitar; FF6; Final Fantasy VI
33: bagpipe; FF6; Final Fantasy VI
34: strings; TOTR; Treasure of the Rudras
35: melodic tom; UNK; Unknown
36: sawtooth; UNK; Unknown
37: tambourine; FF6; Final Fantasy VI
38: tenor male voice; FF6; Final Fantasy VI
39: bass male voice; FF6; Final Fantasy VI
3A: female voice; FF6; Final Fantasy VI
3B: pipe organ 2; FF6; Final Fantasy VI
3C: metal sound; RS3; Romancing Saga 3
3D: metal sound; FF6; Final Fantasy VI
3E: xylophone; FF6; Final Fantasy VI
3F: tribal shout 1; RD; Radical Dreamers
40: slap bass; RS3; Romancing Saga 3
41: tribal shout 2; RD; Radical Dreamers
42: electric guitar 1; RS3; Romancing Saga 3
43: electric guitar 2; RS3; Romancing Saga 3
44: strings; RS3; Romancing Saga 3
45: voice 1; RS3; Romancing Saga 3
46: voice 2; RS3; Romancing Saga 3
47: voice 3; RS3; Romancing Saga 3
48: trumpet; RS3; Romancing Saga 3
49: violin; RS3; Romancing Saga 3
4A: snare drum 1; RS3; Romancing Saga 3
4B: celesta; RS3; Romancing Saga 3
4C: e.piano; RS3; Romancing Saga 3
4D: cembalo; RS3; Romancing Saga 3
4E: open hi-hat; RS3; Romancing Saga 3
4F: closed hi-hat; RS3; Romancing Saga 3
50: open pedal hi-hat; RS3; Romancing Saga 3
51: harp; RS3; Romancing Saga 3
52: piano; RS3; Romancing Saga 3
53: synth strings; RS3; Romancing Saga 3
54: whistle; RS3; Romancing Saga 3
55: agogo; RS3; Romancing Saga 3
56: snare drum 2; RS3; Romancing Saga 3
57: acoustic bass; RS3; Romancing Saga 3
58: french horn; RS3; Romancing Saga 3
59: dirty sax; SMRPG; Super Mario RPG
5A: metal bang; FF6; Final Fantasy VI
5B: orch hit; THG; Treasure Hunter G
5C: saxish; SMRPG; Super Mario RPG
5D: timpani; FF4; Final Fantasy IV
5E: flute; FF6; Final Fantasy VI
5F: hard snare; FF6; Final Fantasy VI
60: violin; FF6; Final Fantasy VI
61: kick drum; CT; Chrono Trigger
62: crowd noise; FF6; Final Fantasy VI
63: bottle blow; FF6; Final Fantasy VI
64: soft bass drum; RS3; Romancing Saga 3
65: tam; RS3; Romancing Saga 3
66: trans bass drum; RS3; Romancing Saga 3
67: hard snare; CT; Chrono Trigger
68: grand piano; CT; Chrono Trigger
69: chorus; CT; Chrono Trigger
6A: electric guitar; CT; Chrono Trigger
6B: music box; CT; Chrono Trigger
6C: english horn; CT; Chrono Trigger
6D: guitar; CT; Chrono Trigger
6E: pizzicato; CT; Chrono Trigger
6F: trumpet; CT; Chrono Trigger
70: piano; CT; Chrono Trigger
71: future strings; CT; Chrono Trigger
72: harp; CT; Chrono Trigger
73: flute; CT; Chrono Trigger
74: marimba; CT; Chrono Trigger
75: wind flute; CT; Chrono Trigger
76: sax; CT; Chrono Trigger
77: bass; RD; Radical Dreamers
78: brass; TC; Treasure Conflix
79: synth strings; TC; Treasure Conflix
7A: kick; SOM; Secret of Mana
7B: tubular bell; FF7; Final Fanatsy VII
7C: synth kick drum; SOM; Secret of Mana
7D: rim hit; SOM; Secret of Mana
7E: vox; SOM; Secret of Mana
7F: metal chime; SOM; Secret of Mana
80: steam; SOM; Secret of Mana
81: tubular bell; SOM; Secret of Mana
82: strings; SOM; Secret of Mana
83: chorus; SOM; Secret of Mana
84: flute; SOM; Secret of Mana
85: brass section; SOM; Secret of Mana
86: xylophone; SOM; Secret of Mana
87: synth trumpet; SOM; Secret of Mana
88: industrial bang echo; SOM; Secret of Mana
89: brass synth; SMRPG; Super Mario RPG
8A: future bass synth; SMRPG; Super Mario RPG
8B: e.piano; TC; Treasure Conflix
8C: metal bang; SMRPG; Super Mario RPG
8D: pan flute; FF6; Final Fantasy VI
8E: piano; SOM; Secret of Mana
8F: distortion guitar; TOTR; Treasure of the Rudras
90: tam; TOTR; Treasure of the Rudras
91: timpani; TOTR; Treasure of the Rudras
92: english horn; TOTR; Treasure of the Rudras
93: bassoon; TOTR; Treasure of the Rudras
94: clarinet; TOTR; Treasure of the Rudras
95: clap; TOTR; Treasure of the Rudras
96: brass; TOTR; Treasure of the Rudras
97: overdrive guitar; SD3; Seiken Densetsu 3
98: acoustic guitar; SD3; Seiken Densetsu 3
99: banjo; SD3; Seiken Densetsu 3
9A: overdrive guitar; GH; Gun Hazard
9B: e.piano; GH; Gun Hazard
9C: ride cymbal; GH; Gun Hazard
9D: halo; FM; Front Mission
9E: bass synth hit; SOM; Secret of Mana
9F: brass; SD3; Seiken Densetsu 3
A0: snare; SD3; Seiken Densetsu 3
